//NbLocations 
106 
 
//NbProducts 
46 
 
//K: NbBoxesTrolley 
6 
 
//NbDimensionsCapacity 
2 
 
//B: CapaBox 
12000 92160 
 
//A box can accept mixed orders(0: no, 1: yes) 
0 
 
//Products 
//Idx Location Dim1 Dim2 ... 
1 1 397 4320 
2 1 338 2200 
3 2 266 2829 
4 3 288 2475 
5 4 489 4400 
6 5 447 3600 
7 5 529 4400 
8 6 415 3600 
9 7 471 3960 
10 8 434 3960 
11 9 481 3927 
12 10 441 4320 
13 11 473 3456 
14 11 282 3300 
15 12 418 4320 
16 13 380 2829 
17 13 235 2400 
18 14 272 3300 
19 15 392 4320 
20 16 480 3641 
21 17 328 2475 
22 18 420 3600 
23 19 306 2160 
24 20 325 2329 
25 21 448 3641 
26 22 395 3323 
27 23 417 2880 
28 24 416 3600 
29 25 435 2200 
30 26 491 2880 
31 27 501 2880 
32 28 19 171 
33 29 107 754 
34 30 350 275 
35 31 496 3456 
36 32 445 2880 
37 33 571 4320 
38 34 452 2880 
39 35 220 1037 
40 36 80 917 
41 37 159 704 
42 38 20 143 
43 39 630 7200 
44 40 153 968 
45 41 455 3600 
46 42 76 611 
 
//Orders 
//NbOrders 
1 
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ... 
1 3 46 1 1 2 2 3 1 4 1 5 1 6 2 7 1 8 1 9 2 10 2 11 2 12 1 13 1 14 1 15 1 16 1 17 1 18 1 19 1 20 1 21 2 22 1 23 1 24 1 25 1 26 1 27 1 28 4 29 1 30 1 31 1 32 3 33 1 34 2 35 1 36 1 37 1 38 1 39 1 40 1 41 1 42 4 43 1 44 1 45 1 46 1 
 
//Graph (Products are vertices indexed from 1 to NbProducts) 
//NbVerticesIntersections 
64 
 
//DepartingDepot 
0 
 
//ArrivalDepot 
107 
 
//Arcs 
//Start End Distance 
80 10 45 
80 16 330 
81 17 330 
81 80 180 
82 20 225 
83 82 135 
84 18 225 
84 20 330 
85 21 330 
85 84 45 
86 22 450 
87 23 450 
87 86 90 
88 24 450 
88 87 315 
89 25 330 
90 26 330 
90 89 675 
91 27 330 
91 90 45 
92 28 230 
93 29 230 
93 92 225 
94 60 45 
95 94 45 
96 95 90 
97 96 495 
98 34 310 
99 35 330 
100 36 330 
100 99 90 
101 37 330 
101 100 45 
102 38 330 
102 101 720 
103 39 330 
103 102 135 
104 40 330 
105 41 330 
105 104 45 
106 66 270 
 
//LocStart LocEnd ShortestPath 
0 1 5450 
0 2 5630 
0 3 5990 
0 4 5825 
0 5 5780 
0 6 5735 
0 7 5555 
0 8 5420 
0 9 5450 
0 10 5270 
0 11 5450 
0 12 6080 
0 13 5780 
0 14 5645 
0 15 5600 
0 16 5555 
0 17 5375 
0 18 5405 
0 19 5540 
0 20 5510 
0 21 5465 
0 22 6440 
0 23 6350 
0 24 6035 
0 25 6185 
0 26 5510 
0 27 5465 
0 28 5860 
0 29 5635 
0 30 5045 
0 31 5090 
0 32 5180 
0 33 5675 
0 34 6255 
0 35 6320 
0 36 6230 
0 37 6185 
0 38 5465 
0 39 5330 
0 40 6230 
0 41 6185 
0 42 5270 
0 43 5000 
0 44 5330 
0 45 5000 
0 46 5330 
0 47 5000 
0 48 5330 
0 49 5000 
0 50 5330 
0 51 5000 
0 52 5450 
0 53 5000 
0 54 5330 
0 55 5000 
0 56 5280 
0 57 5000 
0 58 5230 
0 59 5000 
0 60 5310 
0 61 5000 
0 62 5330 
0 63 5000 
0 64 5330 
0 65 5000 
0 66 5330 
0 67 5000 
0 68 5230 
0 69 5000 
0 70 5000 
0 71 5960 
0 72 6320 
0 73 5495 
0 74 5405 
0 75 5225 
0 76 5090 
0 77 5780 
0 78 6410 
0 79 5315 
0 80 5225 
0 81 5045 
0 82 5735 
0 83 5870 
0 84 5180 
0 85 5135 
0 86 5990 
0 87 5900 
0 88 5585 
0 89 5855 
0 90 5180 
0 91 5135 
0 92 5630 
0 93 5405 
0 94 5355 
0 95 5400 
0 96 5490 
0 97 5985 
0 98 5945 
0 99 5990 
0 100 5900 
0 101 5855 
0 102 5135 
0 103 5000 
0 104 5900 
0 105 5855 
0 106 5600 
0 107 5000 
1 2 180 
1 3 540 
1 4 375 
1 5 330 
1 6 375 
1 7 555 
1 8 690 
1 9 2190 
1 10 3150 
1 11 3330 
1 12 3960 
1 13 3660 
1 14 3525 
1 15 3480 
1 16 3435 
1 17 3255 
1 18 4425 
1 19 4560 
1 20 4530 
1 21 4485 
1 22 6600 
1 23 6510 
1 24 6195 
1 25 7605 
1 26 6930 
1 27 6885 
1 28 9200 
1 29 8975 
1 30 9075 
1 31 9120 
1 32 9210 
1 33 9705 
1 34 10285 
1 35 11580 
1 36 11490 
1 37 11445 
1 38 10725 
1 39 10590 
1 40 12630 
1 41 12585 
1 42 12810 
1 44 780 
1 45 1740 
1 46 2070 
1 47 2880 
1 48 3210 
1 49 4020 
1 50 4350 
1 51 5160 
1 52 5610 
1 53 6420 
1 54 6750 
1 55 7070 
1 56 7350 
1 57 8340 
1 58 8570 
1 59 9030 
1 60 9340 
1 61 10260 
1 62 10590 
1 63 11400 
1 64 11730 
1 65 12540 
1 66 12870 
1 67 13770 
1 68 14000 
1 69 14810 
1 70 14810 
1 71 510 
1 72 870 
1 73 45 
1 77 2520 
1 78 4290 
1 79 3195 
1 80 3105 
1 81 2925 
1 82 4755 
1 83 4890 
1 84 4200 
1 85 4155 
1 86 6150 
1 87 6060 
1 88 5745 
1 89 7275 
1 90 6600 
1 91 6555 
1 92 8970 
1 93 8745 
1 94 9385 
1 95 9430 
1 96 9520 
1 97 10015 
1 98 9975 
1 99 11250 
1 100 11160 
1 101 11115 
1 102 10395 
1 103 10260 
1 104 12300 
1 105 12255 
1 106 13140 
1 107 780 
2 3 360 
2 4 465 
2 5 510 
2 6 555 
2 7 735 
2 8 870 
2 9 2370 
2 10 3330 
2 11 3510 
2 12 4140 
2 13 3840 
2 14 3705 
2 15 3660 
2 16 3615 
2 17 3435 
2 18 4605 
2 19 4740 
2 20 4710 
2 21 4665 
2 22 6780 
2 23 6690 
2 24 6375 
2 25 7785 
2 26 7110 
2 27 7065 
2 28 9380 
2 29 9155 
2 30 9255 
2 31 9300 
2 32 9390 
2 33 9885 
2 34 10465 
2 35 11760 
2 36 11670 
2 37 11625 
2 38 10905 
2 39 10770 
2 40 12810 
2 41 12765 
2 42 12990 
2 44 960 
2 45 1920 
2 46 2250 
2 47 3060 
2 48 3390 
2 49 4200 
2 50 4530 
2 51 5340 
2 52 5790 
2 53 6600 
2 54 6930 
2 55 7250 
2 56 7530 
2 57 8520 
2 58 8750 
2 59 9210 
2 60 9520 
2 61 10440 
2 62 10770 
2 63 11580 
2 64 11910 
2 65 12720 
2 66 13050 
2 67 13950 
2 68 14180 
2 69 14990 
2 70 14990 
2 71 330 
2 72 690 
2 77 2700 
2 78 4470 
2 79 3375 
2 80 3285 
2 81 3105 
2 82 4935 
2 83 5070 
2 84 4380 
2 85 4335 
2 86 6330 
2 87 6240 
2 88 5925 
2 89 7455 
2 90 6780 
2 91 6735 
2 92 9150 
2 93 8925 
2 94 9565 
2 95 9610 
2 96 9700 
2 97 10195 
2 98 10155 
2 99 11430 
2 100 11340 
2 101 11295 
2 102 10575 
2 103 10440 
2 104 12480 
2 105 12435 
2 106 13320 
2 107 960 
3 4 825 
3 5 870 
3 6 915 
3 7 1095 
3 8 1230 
3 9 2730 
3 10 3690 
3 11 3870 
3 12 4500 
3 13 4200 
3 14 4065 
3 15 4020 
3 16 3975 
3 17 3795 
3 18 4965 
3 19 5100 
3 20 5070 
3 21 5025 
3 22 7140 
3 23 7050 
3 24 6735 
3 25 8145 
3 26 7470 
3 27 7425 
3 28 9740 
3 29 9515 
3 30 9615 
3 31 9660 
3 32 9750 
3 33 10245 
3 34 10825 
3 35 12120 
3 36 12030 
3 37 11985 
3 38 11265 
3 39 11130 
3 40 13170 
3 41 13125 
3 42 13350 
3 44 1320 
3 45 2280 
3 46 2610 
3 47 3420 
3 48 3750 
3 49 4560 
3 50 4890 
3 51 5700 
3 52 6150 
3 53 6960 
3 54 7290 
3 55 7610 
3 56 7890 
3 57 8880 
3 58 9110 
3 59 9570 
3 60 9880 
3 61 10800 
3 62 11130 
3 63 11940 
3 64 12270 
3 65 13080 
3 66 13410 
3 67 14310 
3 68 14540 
3 69 15350 
3 70 15350 
3 71 690 
3 72 330 
3 77 3060 
3 78 4830 
3 79 3735 
3 80 3645 
3 81 3465 
3 82 5295 
3 83 5430 
3 84 4740 
3 85 4695 
3 86 6690 
3 87 6600 
3 88 6285 
3 89 7815 
3 90 7140 
3 91 7095 
3 92 9510 
3 93 9285 
3 94 9925 
3 95 9970 
3 96 10060 
3 97 10555 
3 98 10515 
3 99 11790 
3 100 11700 
3 101 11655 
3 102 10935 
3 103 10800 
3 104 12840 
3 105 12795 
3 106 13680 
3 107 1320 
4 5 45 
4 6 90 
4 7 270 
4 8 405 
4 9 1905 
4 10 2865 
4 11 3045 
4 12 3675 
4 13 3375 
4 14 3240 
4 15 3195 
4 16 3150 
4 17 2970 
4 18 4140 
4 19 4275 
4 20 4245 
4 21 4200 
4 22 6315 
4 23 6225 
4 24 5910 
4 25 7320 
4 26 6645 
4 27 6600 
4 28 8915 
4 29 8690 
4 30 8790 
4 31 8835 
4 32 8925 
4 33 9420 
4 34 10000 
4 35 11295 
4 36 11205 
4 37 11160 
4 38 10440 
4 39 10305 
4 40 12345 
4 41 12300 
4 42 12525 
4 44 495 
4 45 1455 
4 46 1785 
4 47 2595 
4 48 2925 
4 49 3735 
4 50 4065 
4 51 4875 
4 52 5325 
4 53 6135 
4 54 6465 
4 55 6785 
4 56 7065 
4 57 8055 
4 58 8285 
4 59 8745 
4 60 9055 
4 61 9975 
4 62 10305 
4 63 11115 
4 64 11445 
4 65 12255 
4 66 12585 
4 67 13485 
4 68 13715 
4 69 14525 
4 70 14525 
4 77 2235 
4 78 4005 
4 79 2910 
4 80 2820 
4 81 2640 
4 82 4470 
4 83 4605 
4 84 3915 
4 85 3870 
4 86 5865 
4 87 5775 
4 88 5460 
4 89 6990 
4 90 6315 
4 91 6270 
4 92 8685 
4 93 8460 
4 94 9100 
4 95 9145 
4 96 9235 
4 97 9730 
4 98 9690 
4 99 10965 
4 100 10875 
4 101 10830 
4 102 10110 
4 103 9975 
4 104 12015 
4 105 11970 
4 106 12855 
4 107 495 
5 6 45 
5 7 225 
5 8 360 
5 9 1860 
5 10 2820 
5 11 3000 
5 12 3630 
5 13 3330 
5 14 3195 
5 15 3150 
5 16 3105 
5 17 2925 
5 18 4095 
5 19 4230 
5 20 4200 
5 21 4155 
5 22 6270 
5 23 6180 
5 24 5865 
5 25 7275 
5 26 6600 
5 27 6555 
5 28 8870 
5 29 8645 
5 30 8745 
5 31 8790 
5 32 8880 
5 33 9375 
5 34 9955 
5 35 11250 
5 36 11160 
5 37 11115 
5 38 10395 
5 39 10260 
5 40 12300 
5 41 12255 
5 42 12480 
5 44 450 
5 45 1410 
5 46 1740 
5 47 2550 
5 48 2880 
5 49 3690 
5 50 4020 
5 51 4830 
5 52 5280 
5 53 6090 
5 54 6420 
5 55 6740 
5 56 7020 
5 57 8010 
5 58 8240 
5 59 8700 
5 60 9010 
5 61 9930 
5 62 10260 
5 63 11070 
5 64 11400 
5 65 12210 
5 66 12540 
5 67 13440 
5 68 13670 
5 69 14480 
5 70 14480 
5 77 2190 
5 78 3960 
5 79 2865 
5 80 2775 
5 81 2595 
5 82 4425 
5 83 4560 
5 84 3870 
5 85 3825 
5 86 5820 
5 87 5730 
5 88 5415 
5 89 6945 
5 90 6270 
5 91 6225 
5 92 8640 
5 93 8415 
5 94 9055 
5 95 9100 
5 96 9190 
5 97 9685 
5 98 9645 
5 99 10920 
5 100 10830 
5 101 10785 
5 102 10065 
5 103 9930 
5 104 11970 
5 105 11925 
5 106 12810 
5 107 450 
6 7 180 
6 8 315 
6 9 1815 
6 10 2775 
6 11 2955 
6 12 3585 
6 13 3285 
6 14 3150 
6 15 3105 
6 16 3060 
6 17 2880 
6 18 4050 
6 19 4185 
6 20 4155 
6 21 4110 
6 22 6225 
6 23 6135 
6 24 5820 
6 25 7230 
6 26 6555 
6 27 6510 
6 28 8825 
6 29 8600 
6 30 8700 
6 31 8745 
6 32 8835 
6 33 9330 
6 34 9910 
6 35 11205 
6 36 11115 
6 37 11070 
6 38 10350 
6 39 10215 
6 40 12255 
6 41 12210 
6 42 12435 
6 44 405 
6 45 1365 
6 46 1695 
6 47 2505 
6 48 2835 
6 49 3645 
6 50 3975 
6 51 4785 
6 52 5235 
6 53 6045 
6 54 6375 
6 55 6695 
6 56 6975 
6 57 7965 
6 58 8195 
6 59 8655 
6 60 8965 
6 61 9885 
6 62 10215 
6 63 11025 
6 64 11355 
6 65 12165 
6 66 12495 
6 67 13395 
6 68 13625 
6 69 14435 
6 70 14435 
6 77 2145 
6 78 3915 
6 79 2820 
6 80 2730 
6 81 2550 
6 82 4380 
6 83 4515 
6 84 3825 
6 85 3780 
6 86 5775 
6 87 5685 
6 88 5370 
6 89 6900 
6 90 6225 
6 91 6180 
6 92 8595 
6 93 8370 
6 94 9010 
6 95 9055 
6 96 9145 
6 97 9640 
6 98 9600 
6 99 10875 
6 100 10785 
6 101 10740 
6 102 10020 
6 103 9885 
6 104 11925 
6 105 11880 
6 106 12765 
6 107 405 
7 8 135 
7 9 1635 
7 10 2595 
7 11 2775 
7 12 3405 
7 13 3105 
7 14 2970 
7 15 2925 
7 16 2880 
7 17 2700 
7 18 3870 
7 19 4005 
7 20 3975 
7 21 3930 
7 22 6045 
7 23 5955 
7 24 5640 
7 25 7050 
7 26 6375 
7 27 6330 
7 28 8645 
7 29 8420 
7 30 8520 
7 31 8565 
7 32 8655 
7 33 9150 
7 34 9730 
7 35 11025 
7 36 10935 
7 37 10890 
7 38 10170 
7 39 10035 
7 40 12075 
7 41 12030 
7 42 12255 
7 44 225 
7 45 1185 
7 46 1515 
7 47 2325 
7 48 2655 
7 49 3465 
7 50 3795 
7 51 4605 
7 52 5055 
7 53 5865 
7 54 6195 
7 55 6515 
7 56 6795 
7 57 7785 
7 58 8015 
7 59 8475 
7 60 8785 
7 61 9705 
7 62 10035 
7 63 10845 
7 64 11175 
7 65 11985 
7 66 12315 
7 67 13215 
7 68 13445 
7 69 14255 
7 70 14255 
7 77 1965 
7 78 3735 
7 79 2640 
7 80 2550 
7 81 2370 
7 82 4200 
7 83 4335 
7 84 3645 
7 85 3600 
7 86 5595 
7 87 5505 
7 88 5190 
7 89 6720 
7 90 6045 
7 91 6000 
7 92 8415 
7 93 8190 
7 94 8830 
7 95 8875 
7 96 8965 
7 97 9460 
7 98 9420 
7 99 10695 
7 100 10605 
7 101 10560 
7 102 9840 
7 103 9705 
7 104 11745 
7 105 11700 
7 106 12585 
7 107 225 
8 9 1500 
8 10 2460 
8 11 2640 
8 12 3270 
8 13 2970 
8 14 2835 
8 15 2790 
8 16 2745 
8 17 2565 
8 18 3735 
8 19 3870 
8 20 3840 
8 21 3795 
8 22 5910 
8 23 5820 
8 24 5505 
8 25 6915 
8 26 6240 
8 27 6195 
8 28 8510 
8 29 8285 
8 30 8385 
8 31 8430 
8 32 8520 
8 33 9015 
8 34 9595 
8 35 10890 
8 36 10800 
8 37 10755 
8 38 10035 
8 39 9900 
8 40 11940 
8 41 11895 
8 42 12120 
8 44 90 
8 45 1050 
8 46 1380 
8 47 2190 
8 48 2520 
8 49 3330 
8 50 3660 
8 51 4470 
8 52 4920 
8 53 5730 
8 54 6060 
8 55 6380 
8 56 6660 
8 57 7650 
8 58 7880 
8 59 8340 
8 60 8650 
8 61 9570 
8 62 9900 
8 63 10710 
8 64 11040 
8 65 11850 
8 66 12180 
8 67 13080 
8 68 13310 
8 69 14120 
8 70 14120 
8 77 1830 
8 78 3600 
8 79 2505 
8 80 2415 
8 81 2235 
8 82 4065 
8 83 4200 
8 84 3510 
8 85 3465 
8 86 5460 
8 87 5370 
8 88 5055 
8 89 6585 
8 90 5910 
8 91 5865 
8 92 8280 
8 93 8055 
8 94 8695 
8 95 8740 
8 96 8830 
8 97 9325 
8 98 9285 
8 99 10560 
8 100 10470 
8 101 10425 
8 102 9705 
8 103 9570 
8 104 11610 
8 105 11565 
8 106 12450 
8 107 90 
9 10 1860 
9 11 2040 
9 12 2670 
9 13 2370 
9 14 2235 
9 15 2190 
9 16 2145 
9 17 1965 
9 18 3135 
9 19 3270 
9 20 3240 
9 21 3195 
9 22 5310 
9 23 5220 
9 24 4905 
9 25 6315 
9 26 5640 
9 27 5595 
9 28 7910 
9 29 7685 
9 30 7785 
9 31 7830 
9 32 7920 
9 33 8415 
9 34 8995 
9 35 10290 
9 36 10200 
9 37 10155 
9 38 9435 
9 39 9300 
9 40 11340 
9 41 11295 
9 42 11520 
9 46 780 
9 47 1590 
9 48 1920 
9 49 2730 
9 50 3060 
9 51 3870 
9 52 4320 
9 53 5130 
9 54 5460 
9 55 5780 
9 56 6060 
9 57 7050 
9 58 7280 
9 59 7740 
9 60 8050 
9 61 8970 
9 62 9300 
9 63 10110 
9 64 10440 
9 65 11250 
9 66 11580 
9 67 12480 
9 68 12710 
9 69 13520 
9 70 13520 
9 77 330 
9 78 3000 
9 79 1905 
9 80 1815 
9 81 1635 
9 82 3465 
9 83 3600 
9 84 2910 
9 85 2865 
9 86 4860 
9 87 4770 
9 88 4455 
9 89 5985 
9 90 5310 
9 91 5265 
9 92 7680 
9 93 7455 
9 94 8095 
9 95 8140 
9 96 8230 
9 97 8725 
9 98 8685 
9 99 9960 
9 100 9870 
9 101 9825 
9 102 9105 
9 103 8970 
9 104 11010 
9 105 10965 
9 106 11850 
9 107 780 
10 11 180 
10 12 810 
10 13 510 
10 14 375 
10 15 330 
10 16 375 
10 17 555 
10 18 1815 
10 19 1950 
10 20 1920 
10 21 1875 
10 22 3990 
10 23 3900 
10 24 3585 
10 25 4995 
10 26 4320 
10 27 4275 
10 28 6590 
10 29 6365 
10 30 6465 
10 31 6510 
10 32 6600 
10 33 7095 
10 34 7675 
10 35 8970 
10 36 8880 
10 37 8835 
10 38 8115 
10 39 7980 
10 40 10020 
10 41 9975 
10 42 10200 
10 48 600 
10 49 1410 
10 50 1740 
10 51 2550 
10 52 3000 
10 53 3810 
10 54 4140 
10 55 4460 
10 56 4740 
10 57 5730 
10 58 5960 
10 59 6420 
10 60 6730 
10 61 7650 
10 62 7980 
10 63 8790 
10 64 9120 
10 65 9930 
10 66 10260 
10 67 11160 
10 68 11390 
10 69 12200 
10 70 12200 
10 78 1140 
10 79 45 
10 82 2145 
10 83 2280 
10 84 1590 
10 85 1545 
10 86 3540 
10 87 3450 
10 88 3135 
10 89 4665 
10 90 3990 
10 91 3945 
10 92 6360 
10 93 6135 
10 94 6775 
10 95 6820 
10 96 6910 
10 97 7405 
10 98 7365 
10 99 8640 
10 100 8550 
10 101 8505 
10 102 7785 
10 103 7650 
10 104 9690 
10 105 9645 
10 106 10530 
10 107 600 
11 12 630 
11 13 330 
11 14 465 
11 15 510 
11 16 555 
11 17 735 
11 18 1995 
11 19 2130 
11 20 2100 
11 21 2055 
11 22 4170 
11 23 4080 
11 24 3765 
11 25 5175 
11 26 4500 
11 27 4455 
11 28 6770 
11 29 6545 
11 30 6645 
11 31 6690 
11 32 6780 
11 33 7275 
11 34 7855 
11 35 9150 
11 36 9060 
11 37 9015 
11 38 8295 
11 39 8160 
11 40 10200 
11 41 10155 
11 42 10380 
11 48 780 
11 49 1590 
11 50 1920 
11 51 2730 
11 52 3180 
11 53 3990 
11 54 4320 
11 55 4640 
11 56 4920 
11 57 5910 
11 58 6140 
11 59 6600 
11 60 6910 
11 61 7830 
11 62 8160 
11 63 8970 
11 64 9300 
11 65 10110 
11 66 10440 
11 67 11340 
11 68 11570 
11 69 12380 
11 70 12380 
11 78 960 
11 82 2325 
11 83 2460 
11 84 1770 
11 85 1725 
11 86 3720 
11 87 3630 
11 88 3315 
11 89 4845 
11 90 4170 
11 91 4125 
11 92 6540 
11 93 6315 
11 94 6955 
11 95 7000 
11 96 7090 
11 97 7585 
11 98 7545 
11 99 8820 
11 100 8730 
11 101 8685 
11 102 7965 
11 103 7830 
11 104 9870 
11 105 9825 
11 106 10710 
11 107 780 
12 13 960 
12 14 1095 
12 15 1140 
12 16 1185 
12 17 1365 
12 18 2625 
12 19 2760 
12 20 2730 
12 21 2685 
12 22 4800 
12 23 4710 
12 24 4395 
12 25 5805 
12 26 5130 
12 27 5085 
12 28 7400 
12 29 7175 
12 30 7275 
12 31 7320 
12 32 7410 
12 33 7905 
12 34 8485 
12 35 9780 
12 36 9690 
12 37 9645 
12 38 8925 
12 39 8790 
12 40 10830 
12 41 10785 
12 42 11010 
12 48 1410 
12 49 2220 
12 50 2550 
12 51 3360 
12 52 3810 
12 53 4620 
12 54 4950 
12 55 5270 
12 56 5550 
12 57 6540 
12 58 6770 
12 59 7230 
12 60 7540 
12 61 8460 
12 62 8790 
12 63 9600 
12 64 9930 
12 65 10740 
12 66 11070 
12 67 11970 
12 68 12200 
12 69 13010 
12 70 13010 
12 78 330 
12 82 2955 
12 83 3090 
12 84 2400 
12 85 2355 
12 86 4350 
12 87 4260 
12 88 3945 
12 89 5475 
12 90 4800 
12 91 4755 
12 92 7170 
12 93 6945 
12 94 7585 
12 95 7630 
12 96 7720 
12 97 8215 
12 98 8175 
12 99 9450 
12 100 9360 
12 101 9315 
12 102 8595 
12 103 8460 
12 104 10500 
12 105 10455 
12 106 11340 
12 107 1410 
13 14 135 
13 15 180 
13 16 225 
13 17 405 
13 18 1665 
13 19 1800 
13 20 1770 
13 21 1725 
13 22 3840 
13 23 3750 
13 24 3435 
13 25 4845 
13 26 4170 
13 27 4125 
13 28 6440 
13 29 6215 
13 30 6315 
13 31 6360 
13 32 6450 
13 33 6945 
13 34 7525 
13 35 8820 
13 36 8730 
13 37 8685 
13 38 7965 
13 39 7830 
13 40 9870 
13 41 9825 
13 42 10050 
13 48 450 
13 49 1260 
13 50 1590 
13 51 2400 
13 52 2850 
13 53 3660 
13 54 3990 
13 55 4310 
13 56 4590 
13 57 5580 
13 58 5810 
13 59 6270 
13 60 6580 
13 61 7500 
13 62 7830 
13 63 8640 
13 64 8970 
13 65 9780 
13 66 10110 
13 67 11010 
13 68 11240 
13 69 12050 
13 70 12050 
13 82 1995 
13 83 2130 
13 84 1440 
13 85 1395 
13 86 3390 
13 87 3300 
13 88 2985 
13 89 4515 
13 90 3840 
13 91 3795 
13 92 6210 
13 93 5985 
13 94 6625 
13 95 6670 
13 96 6760 
13 97 7255 
13 98 7215 
13 99 8490 
13 100 8400 
13 101 8355 
13 102 7635 
13 103 7500 
13 104 9540 
13 105 9495 
13 106 10380 
13 107 450 
14 15 45 
14 16 90 
14 17 270 
14 18 1530 
14 19 1665 
14 20 1635 
14 21 1590 
14 22 3705 
14 23 3615 
14 24 3300 
14 25 4710 
14 26 4035 
14 27 3990 
14 28 6305 
14 29 6080 
14 30 6180 
14 31 6225 
14 32 6315 
14 33 6810 
14 34 7390 
14 35 8685 
14 36 8595 
14 37 8550 
14 38 7830 
14 39 7695 
14 40 9735 
14 41 9690 
14 42 9915 
14 48 315 
14 49 1125 
14 50 1455 
14 51 2265 
14 52 2715 
14 53 3525 
14 54 3855 
14 55 4175 
14 56 4455 
14 57 5445 
14 58 5675 
14 59 6135 
14 60 6445 
14 61 7365 
14 62 7695 
14 63 8505 
14 64 8835 
14 65 9645 
14 66 9975 
14 67 10875 
14 68 11105 
14 69 11915 
14 70 11915 
14 82 1860 
14 83 1995 
14 84 1305 
14 85 1260 
14 86 3255 
14 87 3165 
14 88 2850 
14 89 4380 
14 90 3705 
14 91 3660 
14 92 6075 
14 93 5850 
14 94 6490 
14 95 6535 
14 96 6625 
14 97 7120 
14 98 7080 
14 99 8355 
14 100 8265 
14 101 8220 
14 102 7500 
14 103 7365 
14 104 9405 
14 105 9360 
14 106 10245 
14 107 315 
15 16 45 
15 17 225 
15 18 1485 
15 19 1620 
15 20 1590 
