//NbLocations 
86 
 
//NbProducts 
38 
 
//K: NbBoxesTrolley 
6 
 
//NbDimensionsCapacity 
2 
 
//B: CapaBox 
12000 92160 
 
//A box can accept mixed orders(0: no, 1: yes) 
0 
 
//Products 
//Idx Location Dim1 Dim2 ... 
1 1 219 1980 
2 2 195 1408 
3 3 183 1408 
4 4 212 1408 
5 5 174 1408 
6 8 270 1714 
7 9 425 2208 
8 10 228 1646 
9 13 280 2560 
10 14 194 1329 
11 15 186 1920 
12 16 207 1320 
13 17 141 1056 
14 17 155 960 
15 19 195 1920 
16 19 187 1646 
17 21 151 1056 
18 22 141 929 
19 23 142 1280 
20 29 182 1320 
21 31 161 1080 
22 32 157 1920 
23 32 147 1131 
24 6 165 1408 
25 7 189 1131 
26 11 190 1920 
27 12 182 1320 
28 17 141 1016 
29 18 157 960 
30 20 207 1509 
31 23 165 1152 
32 24 180 1234 
33 25 115 864 
34 26 221 1440 
35 27 146 960 
36 28 153 960 
37 28 140 1080 
38 30 200 1234 
 
//Orders 
//NbOrders 
9 
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ... 
1 1 5 1 1 4 1 8 1 21 1 23 1 
2 1 4 2 1 3 1 5 1 6 1 
3 1 3 2 2 3 2 10 1 
4 1 4 2 2 4 1 5 1 9 2 
5 1 5 2 2 3 1 4 1 5 1 7 1 
6 1 13 2 2 10 1 11 1 12 1 13 1 14 1 15 2 16 1 17 1 18 1 19 1 20 1 22 1 
7 1 11 2 1 3 1 4 1 5 1 24 1 13 1 28 1 15 2 30 2 31 1 19 2 
8 1 16 3 1 4 2 5 2 24 1 27 1 28 2 29 1 19 2 32 1 33 1 34 1 35 1 36 1 37 1 20 2 38 1 
9 1 4 3 1 4 1 25 1 26 1 
 
//Graph (Products are vertices indexed from 1 to NbProducts) 
//NbVerticesIntersections 
54 
 
//DepartingDepot 
0 
 
//ArrivalDepot 
87 
 
//Arcs 
//Start End Distance 
86 85 90 
 
//LocStart LocEnd ShortestPath 
0 1 5735 
0 2 5690 
0 3 5540 
0 4 5685 
0 5 5460 
0 6 5000 
0 7 5870 
0 8 5360 
0 9 5765 
0 10 5945 
0 11 5450 
0 12 6170 
0 13 5825 
0 14 6170 
0 15 6215 
0 16 6260 
0 17 6680 
0 18 6500 
0 19 6410 
0 20 6365 
0 21 6275 
0 22 6140 
0 23 6095 
0 24 6050 
0 25 6005 
0 26 5825 
0 27 5780 
0 28 5735 
0 29 5555 
0 30 5465 
0 31 5420 
0 32 5330 
0 33 5000 
0 34 5330 
0 35 5000 
0 36 5330 
0 37 5000 
0 38 5330 
0 39 5000 
0 40 5460 
0 41 5000 
0 42 5330 
0 43 5000 
0 44 5520 
0 45 5000 
0 46 5520 
0 47 5000 
0 48 5330 
0 49 5000 
0 50 5450 
0 51 5000 
0 52 5330 
0 53 5000 
0 54 5330 
0 55 5000 
0 56 5330 
0 57 5405 
0 58 5360 
0 59 5870 
0 60 5225 
0 61 5000 
0 62 5330 
0 63 5540 
0 64 5880 
0 65 6285 
0 66 6465 
0 67 5900 
0 68 6500 
0 69 5495 
0 70 6545 
0 71 6590 
0 72 6350 
0 73 6080 
0 74 6035 
0 75 5945 
0 76 5810 
0 77 5765 
0 78 5720 
0 79 5675 
0 80 5495 
0 81 5450 
0 82 5405 
0 83 5225 
0 84 5135 
0 85 5090 
0 86 5000 
0 87 5330 
1 2 45 
1 3 1755 
1 4 3040 
1 5 2815 
1 6 3635 
1 7 4505 
1 8 5275 
1 9 5680 
1 10 5860 
1 11 7265 
1 12 10385 
1 13 10040 
1 14 11525 
1 15 11570 
1 16 11615 
1 17 12035 
1 18 11855 
1 19 11765 
1 20 11720 
1 21 11630 
1 22 11495 
1 23 11450 
1 24 11405 
1 25 11360 
1 26 11180 
1 27 11135 
1 28 11090 
1 29 10910 
1 30 10820 
1 31 10775 
1 32 10685 
1 36 405 
1 37 1215 
1 38 1545 
1 39 2355 
1 40 2815 
1 41 3635 
1 42 3965 
1 43 4195 
1 44 4715 
1 45 4915 
1 46 5435 
1 47 5665 
1 48 5995 
1 49 6815 
1 50 7265 
1 51 8075 
1 52 8405 
1 53 9215 
1 54 9545 
1 55 10355 
1 56 10685 
1 59 2085 
1 60 2580 
1 61 2355 
1 62 3965 
1 63 4175 
1 64 5795 
1 65 6200 
1 66 6380 
1 67 7715 
1 68 10715 
1 69 9710 
1 70 11900 
1 71 11945 
1 72 11705 
1 73 11435 
1 74 11390 
1 75 11300 
1 76 11165 
1 77 11120 
1 78 11075 
1 79 11030 
1 80 10850 
1 81 10805 
1 82 10760 
1 83 10580 
1 84 10490 
1 85 10445 
1 86 10355 
1 87 405 
2 3 1710 
2 4 2995 
2 5 2770 
2 6 3590 
2 7 4460 
2 8 5230 
2 9 5635 
2 10 5815 
2 11 7220 
2 12 10340 
2 13 9995 
2 14 11480 
2 15 11525 
2 16 11570 
2 17 11990 
2 18 11810 
2 19 11720 
2 20 11675 
2 21 11585 
2 22 11450 
2 23 11405 
2 24 11360 
2 25 11315 
2 26 11135 
2 27 11090 
2 28 11045 
2 29 10865 
2 30 10775 
2 31 10730 
2 32 10640 
2 36 360 
2 37 1170 
2 38 1500 
2 39 2310 
2 40 2770 
2 41 3590 
2 42 3920 
2 43 4150 
2 44 4670 
2 45 4870 
2 46 5390 
2 47 5620 
2 48 5950 
2 49 6770 
2 50 7220 
2 51 8030 
2 52 8360 
2 53 9170 
2 54 9500 
2 55 10310 
2 56 10640 
2 59 2040 
2 60 2535 
2 61 2310 
2 62 3920 
2 63 4130 
2 64 5750 
2 65 6155 
2 66 6335 
2 67 7670 
2 68 10670 
2 69 9665 
2 70 11855 
2 71 11900 
2 72 11660 
2 73 11390 
2 74 11345 
2 75 11255 
2 76 11120 
2 77 11075 
2 78 11030 
2 79 10985 
2 80 10805 
2 81 10760 
2 82 10715 
2 83 10535 
2 84 10445 
2 85 10400 
2 86 10310 
2 87 360 
3 4 2365 
3 5 2140 
3 6 2960 
3 7 3830 
3 8 4600 
3 9 5005 
3 10 5185 
3 11 6590 
3 12 9710 
3 13 9365 
3 14 10850 
3 15 10895 
3 16 10940 
3 17 11360 
3 18 11180 
3 19 11090 
3 20 11045 
3 21 10955 
3 22 10820 
3 23 10775 
3 24 10730 
3 25 10685 
3 26 10505 
3 27 10460 
3 28 10415 
3 29 10235 
3 30 10145 
3 31 10100 
3 32 10010 
3 38 870 
3 39 1680 
3 40 2140 
3 41 2960 
3 42 3290 
3 43 3520 
3 44 4040 
3 45 4240 
3 46 4760 
3 47 4990 
3 48 5320 
3 49 6140 
3 50 6590 
3 51 7400 
3 52 7730 
3 53 8540 
3 54 8870 
3 55 9680 
3 56 10010 
3 59 330 
3 60 1905 
3 61 1680 
3 62 3290 
3 63 3500 
3 64 5120 
3 65 5525 
3 66 5705 
3 67 7040 
3 68 10040 
3 69 9035 
3 70 11225 
3 71 11270 
3 72 11030 
3 73 10760 
3 74 10715 
3 75 10625 
3 76 10490 
3 77 10445 
3 78 10400 
3 79 10355 
3 80 10175 
3 81 10130 
3 82 10085 
3 83 9905 
3 84 9815 
3 85 9770 
3 86 9680 
3 87 870 
4 5 225 
4 6 1045 
4 7 1915 
4 8 2685 
4 9 3090 
4 10 3270 
4 11 4675 
4 12 7795 
4 13 7450 
4 14 8935 
4 15 8980 
4 16 9025 
4 17 9445 
4 18 9265 
4 19 9175 
4 20 9130 
4 21 9040 
4 22 8905 
4 23 8860 
4 24 8815 
4 25 8770 
4 26 8590 
4 27 8545 
4 28 8500 
4 29 8320 
4 30 8230 
4 31 8185 
4 32 8095 
4 40 225 
4 41 1045 
4 42 1375 
4 43 1605 
4 44 2125 
4 45 2325 
4 46 2845 
4 47 3075 
4 48 3405 
4 49 4225 
4 50 4675 
4 51 5485 
4 52 5815 
4 53 6625 
4 54 6955 
4 55 7765 
4 56 8095 
4 62 1375 
4 63 1585 
4 64 3205 
4 65 3610 
4 66 3790 
4 67 5125 
4 68 8125 
4 69 7120 
4 70 9310 
4 71 9355 
4 72 9115 
4 73 8845 
4 74 8800 
4 75 8710 
4 76 8575 
4 77 8530 
4 78 8485 
4 79 8440 
4 80 8260 
4 81 8215 
4 82 8170 
4 83 7990 
4 84 7900 
4 85 7855 
4 86 7765 
4 87 225 
5 6 820 
5 7 1690 
5 8 2460 
5 9 2865 
5 10 3045 
5 11 4450 
5 12 7570 
5 13 7225 
5 14 8710 
5 15 8755 
5 16 8800 
5 17 9220 
5 18 9040 
5 19 8950 
5 20 8905 
5 21 8815 
5 22 8680 
5 23 8635 
5 24 8590 
5 25 8545 
5 26 8365 
5 27 8320 
5 28 8275 
5 29 8095 
5 30 8005 
5 31 7960 
5 32 7870 
5 40 0 
5 41 820 
5 42 1150 
5 43 1380 
5 44 1900 
5 45 2100 
5 46 2620 
5 47 2850 
5 48 3180 
5 49 4000 
5 50 4450 
5 51 5260 
5 52 5590 
5 53 6400 
5 54 6730 
5 55 7540 
5 56 7870 
5 62 1150 
5 63 1360 
5 64 2980 
5 65 3385 
5 66 3565 
5 67 4900 
5 68 7900 
5 69 6895 
5 70 9085 
5 71 9130 
5 72 8890 
5 73 8620 
5 74 8575 
5 75 8485 
5 76 8350 
5 77 8305 
5 78 8260 
5 79 8215 
5 80 8035 
5 81 7990 
5 82 7945 
5 83 7765 
5 84 7675 
5 85 7630 
5 86 7540 
5 87 0 
6 7 870 
6 8 1640 
6 9 2045 
6 10 2225 
6 11 3630 
6 12 6750 
6 13 6405 
6 14 7890 
6 15 7935 
6 16 7980 
6 17 8400 
6 18 8220 
6 19 8130 
6 20 8085 
6 21 7995 
6 22 7860 
6 23 7815 
6 24 7770 
6 25 7725 
6 26 7545 
6 27 7500 
6 28 7455 
6 29 7275 
6 30 7185 
6 31 7140 
6 32 7050 
6 42 330 
6 43 560 
6 44 1080 
6 45 1280 
6 46 1800 
6 47 2030 
6 48 2360 
6 49 3180 
6 50 3630 
6 51 4440 
6 52 4770 
6 53 5580 
6 54 5910 
6 55 6720 
6 56 7050 
6 62 330 
6 63 540 
6 64 2160 
6 65 2565 
6 66 2745 
6 67 4080 
6 68 7080 
6 69 6075 
6 70 8265 
6 71 8310 
6 72 8070 
6 73 7800 
6 74 7755 
6 75 7665 
6 76 7530 
6 77 7485 
6 78 7440 
6 79 7395 
6 80 7215 
6 81 7170 
6 82 7125 
6 83 6945 
6 84 6855 
6 85 6810 
6 86 6720 
6 87 330 
7 8 1850 
7 9 2255 
7 10 2435 
7 11 3840 
7 12 6960 
7 13 6615 
7 14 8100 
7 15 8145 
7 16 8190 
7 17 8610 
7 18 8430 
7 19 8340 
7 20 8295 
7 21 8205 
7 22 8070 
7 23 8025 
7 24 7980 
7 25 7935 
7 26 7755 
7 27 7710 
7 28 7665 
7 29 7485 
7 30 7395 
7 31 7350 
7 32 7260 
7 42 540 
7 43 770 
7 44 1290 
7 45 1490 
7 46 2010 
7 47 2240 
7 48 2570 
7 49 3390 
7 50 3840 
7 51 4650 
7 52 4980 
7 53 5790 
7 54 6120 
7 55 6930 
7 56 7260 
7 62 540 
7 64 2370 
7 65 2775 
7 66 2955 
7 67 4290 
7 68 7290 
7 69 6285 
7 70 8475 
7 71 8520 
7 72 8280 
7 73 8010 
7 74 7965 
7 75 7875 
7 76 7740 
7 77 7695 
7 78 7650 
7 79 7605 
7 80 7425 
7 81 7380 
7 82 7335 
7 83 7155 
7 84 7065 
7 85 7020 
7 86 6930 
7 87 540 
8 9 405 
8 10 585 
8 11 2710 
8 12 5830 
8 13 5485 
8 14 6970 
8 15 7015 
8 16 7060 
8 17 7480 
8 18 7300 
8 19 7210 
8 20 7165 
8 21 7075 
8 22 6940 
8 23 6895 
8 24 6850 
8 25 6805 
8 26 6625 
8 27 6580 
8 28 6535 
8 29 6355 
8 30 6265 
8 31 6220 
8 32 6130 
8 46 880 
8 47 1110 
8 48 1440 
8 49 2260 
8 50 2710 
8 51 3520 
8 52 3850 
8 53 4660 
8 54 4990 
8 55 5800 
8 56 6130 
8 64 520 
8 65 925 
8 66 1105 
8 67 3160 
8 68 6160 
8 69 5155 
8 70 7345 
8 71 7390 
8 72 7150 
8 73 6880 
8 74 6835 
8 75 6745 
8 76 6610 
8 77 6565 
8 78 6520 
8 79 6475 
8 80 6295 
8 81 6250 
8 82 6205 
8 83 6025 
8 84 5935 
8 85 5890 
8 86 5800 
8 87 880 
9 10 180 
9 11 3115 
9 12 6235 
9 13 5890 
9 14 7375 
9 15 7420 
9 16 7465 
9 17 7885 
9 18 7705 
9 19 7615 
9 20 7570 
9 21 7480 
9 22 7345 
9 23 7300 
9 24 7255 
9 25 7210 
9 26 7030 
9 27 6985 
9 28 6940 
9 29 6760 
9 30 6670 
9 31 6625 
9 32 6535 
9 46 1285 
9 47 1515 
9 48 1845 
9 49 2665 
9 50 3115 
9 51 3925 
9 52 4255 
9 53 5065 
9 54 5395 
9 55 6205 
9 56 6535 
9 64 925 
9 65 520 
9 66 700 
9 67 3565 
9 68 6565 
9 69 5560 
9 70 7750 
9 71 7795 
9 72 7555 
9 73 7285 
9 74 7240 
9 75 7150 
9 76 7015 
9 77 6970 
9 78 6925 
9 79 6880 
9 80 6700 
9 81 6655 
9 82 6610 
9 83 6430 
9 84 6340 
9 85 6295 
9 86 6205 
9 87 1285 
10 11 3295 
10 12 6415 
10 13 6070 
10 14 7555 
10 15 7600 
10 16 7645 
10 17 8065 
10 18 7885 
10 19 7795 
10 20 7750 
10 21 7660 
10 22 7525 
10 23 7480 
10 24 7435 
10 25 7390 
10 26 7210 
10 27 7165 
10 28 7120 
10 29 6940 
10 30 6850 
10 31 6805 
10 32 6715 
10 46 1465 
10 47 1695 
10 48 2025 
10 49 2845 
10 50 3295 
10 51 4105 
10 52 4435 
10 53 5245 
10 54 5575 
10 55 6385 
10 56 6715 
10 64 1105 
10 65 700 
10 66 520 
10 67 3745 
10 68 6745 
10 69 5740 
10 70 7930 
10 71 7975 
10 72 7735 
10 73 7465 
10 74 7420 
10 75 7330 
10 76 7195 
10 77 7150 
10 78 7105 
10 79 7060 
10 80 6880 
10 81 6835 
10 82 6790 
10 83 6610 
10 84 6520 
10 85 6475 
10 86 6385 
10 87 1465 
11 12 4020 
11 13 3675 
11 14 5160 
11 15 5205 
11 16 5250 
11 17 5670 
11 18 5490 
11 19 5400 
11 20 5355 
11 21 5265 
11 22 5130 
11 23 5085 
11 24 5040 
11 25 4995 
11 26 4815 
11 27 4770 
11 28 4725 
11 29 4545 
11 30 4455 
11 31 4410 
11 32 4320 
11 50 900 
11 51 1710 
11 52 2040 
11 53 2850 
11 54 3180 
11 55 3990 
11 56 4320 
11 67 450 
11 68 4350 
11 69 3345 
11 70 5535 
11 71 5580 
11 72 5340 
11 73 5070 
11 74 5025 
11 75 4935 
11 76 4800 
11 77 4755 
11 78 4710 
11 79 4665 
11 80 4485 
11 81 4440 
11 82 4395 
11 83 4215 
11 84 4125 
11 85 4080 
11 86 3990 
11 87 900 
12 13 1005 
12 14 3480 
12 15 3525 
12 16 3570 
12 17 3990 
12 18 3810 
12 19 3720 
12 20 3675 
12 21 3585 
12 22 3450 
12 23 3405 
12 24 3360 
12 25 3315 
12 26 3135 
12 27 3090 
12 28 3045 
12 29 2865 
12 30 2775 
12 31 2730 
12 32 2640 
12 54 1500 
12 55 2310 
12 56 2640 
12 68 330 
12 70 3855 
12 71 3900 
12 72 3660 
12 73 3390 
12 74 3345 
12 75 3255 
12 76 3120 
12 77 3075 
12 78 3030 
12 79 2985 
12 80 2805 
12 81 2760 
12 82 2715 
12 83 2535 
12 84 2445 
12 85 2400 
12 86 2310 
12 87 1500 
13 14 2475 
13 15 2520 
13 16 2565 
13 17 2985 
13 18 2805 
13 19 2715 
13 20 2670 
13 21 2580 
13 22 2445 
13 23 2400 
13 24 2355 
13 25 2310 
13 26 2130 
13 27 2085 
13 28 2040 
13 29 1860 
13 30 1770 
13 31 1725 
13 32 1635 
13 54 495 
13 55 1305 
13 56 1635 
13 70 2850 
13 71 2895 
13 72 2655 
13 73 2385 
13 74 2340 
13 75 2250 
13 76 2115 
13 77 2070 
13 78 2025 
13 79 1980 
13 80 1800 
13 81 1755 
13 82 1710 
13 83 1530 
13 84 1440 
13 85 1395 
13 86 1305 
13 87 495 
14 15 45 
14 16 90 
14 17 510 
14 18 330 
14 19 420 
14 20 465 
14 21 555 
14 22 690 
14 23 735 
14 24 780 
14 25 825 
14 26 1005 
14 27 1050 
14 28 1095 
14 29 1275 
14 30 1365 
14 31 1410 
14 32 1500 
14 56 1500 
14 70 375 
14 71 420 
14 72 180 
14 87 1500 
15 16 45 
15 17 465 
15 18 375 
15 19 465 
15 20 510 
15 21 600 
15 22 735 
15 23 780 
15 24 825 
15 25 870 
15 26 1050 
15 27 1095 
15 28 1140 
15 29 1320 
15 30 1410 
15 31 1455 
15 32 1545 
15 56 1545 
15 70 330 
15 71 375 
15 72 135 
15 87 1545 
16 17 420 
16 18 420 
16 19 510 
16 20 555 
16 21 645 
16 22 780 
16 23 825 
16 24 870 
16 25 915 
16 26 1095 
16 27 1140 
16 28 1185 
16 29 1365 
16 30 1455 
16 31 1500 
16 32 1590 
16 56 1590 
16 70 375 
16 71 330 
16 72 90 
16 87 1590 
17 18 180 
17 19 270 
17 20 315 
17 21 405 
17 22 540 
17 23 585 
17 24 630 
17 25 675 
17 26 855 
17 27 900 
17 28 945 
17 29 1125 
17 30 1215 
17 31 1260 
17 32 1350 
17 56 1350 
17 70 135 
17 71 90 
17 87 1350 
18 19 90 
18 20 135 
18 21 225 
18 22 360 
18 23 405 
18 24 450 
18 25 495 
18 26 675 
18 27 720 
18 28 765 
18 29 945 
18 30 1035 
18 31 1080 
18 32 1170 
18 56 1170 
18 87 1170 
19 20 45 
19 21 135 
19 22 270 
19 23 315 
19 24 360 
19 25 405 
19 26 585 
19 27 630 
19 28 675 
19 29 855 
19 30 945 
19 31 990 
19 32 1080 
19 56 1080 
19 87 1080 
20 21 90 
20 22 225 
20 23 270 
20 24 315 
20 25 360 
20 26 540 
20 27 585 
20 28 630 
20 29 810 
20 30 900 
20 31 945 
20 32 1035 
20 56 1035 
20 87 1035 
21 22 135 
21 23 180 
21 24 225 
21 25 270 
21 26 450 
21 27 495 
21 28 540 
21 29 720 
21 30 810 
21 31 855 
21 32 945 
21 56 945 
21 87 945 
22 23 45 
22 24 90 
22 25 135 
22 26 315 
22 27 360 
22 28 405 
22 29 585 
22 30 675 
22 31 720 
22 32 810 
22 56 810 
22 87 810 
23 24 45 
23 25 90 
23 26 270 
23 27 315 
23 28 360 
23 29 540 
23 30 630 
23 31 675 
23 32 765 
23 56 765 
23 87 765 
24 25 45 
24 26 225 
24 27 270 
24 28 315 
24 29 495 
24 30 585 
24 31 630 
24 32 720 
24 56 720 
24 87 720 
25 26 180 
25 27 225 
25 28 270 
25 29 450 
25 30 540 
25 31 585 
25 32 675 
25 56 675 
25 87 675 
26 27 45 
26 28 90 
26 29 270 
26 30 360 
26 31 405 
26 32 495 
26 56 495 
26 87 495 
27 28 45 
27 29 225 
27 30 315 
27 31 360 
27 32 450 
27 56 450 
27 87 450 
28 29 180 
28 30 270 
28 31 315 
28 32 405 
28 56 405 
28 87 405 
29 30 90 
29 31 135 
29 32 225 
29 56 225 
29 87 225 
30 31 45 
30 32 135 
30 56 135 
30 87 135 
31 32 90 
31 56 90 
31 87 90 
32 56 0 
32 87 0 
33 1 1875 
33 2 1830 
33 3 2820 
33 4 4105 
33 5 3880 
33 6 4700 
33 7 5570 
33 8 6340 
33 9 6745 
33 10 6925 
33 11 8330 
33 12 11450 
33 13 11105 
33 14 12590 
33 15 12635 
33 16 12680 
33 17 13100 
33 18 12920 
33 19 12830 
33 20 12785 
33 21 12695 
33 22 12560 
33 23 12515 
33 24 12470 
33 25 12425 
33 26 12245 
33 27 12200 
33 28 12155 
33 29 11975 
33 30 11885 
33 31 11840 
33 32 11750 
33 34 330 
33 35 1140 
33 36 1470 
33 37 2280 
33 38 2610 
33 39 3420 
33 40 3880 
33 41 4700 
33 42 5030 
33 43 5260 
33 44 5780 
33 45 5980 
33 46 6500 
33 47 6730 
33 48 7060 
33 49 7880 
33 50 8330 
33 51 9140 
33 52 9470 
33 53 10280 
33 54 10610 
33 55 11420 
33 56 11750 
33 57 1545 
33 58 1500 
33 59 3150 
33 60 3645 
33 61 3420 
33 62 5030 
33 63 5240 
33 64 6860 
33 65 7265 
33 66 7445 
33 67 8780 
33 68 11780 
33 69 10775 
33 70 12965 
33 71 13010 
33 72 12770 
33 73 12500 
33 74 12455 
33 75 12365 
33 76 12230 
33 77 12185 
33 78 12140 
33 79 12095 
33 80 11915 
33 81 11870 
33 82 11825 
33 83 11645 
33 84 11555 
33 85 11510 
33 86 11420 
33 87 330 
34 1 1545 
34 2 1500 
34 3 2490 
34 4 3775 
34 5 3550 
34 6 4370 
34 7 5240 
34 8 6010 
34 9 6415 
34 10 6595 
34 11 8000 
34 12 11120 
34 13 10775 
34 14 12260 
34 15 12305 
34 16 12350 
34 17 12770 
34 18 12590 
34 19 12500 
34 20 12455 
34 21 12365 
34 22 12230 
34 23 12185 
34 24 12140 
34 25 12095 
34 26 11915 
34 27 11870 
34 28 11825 
34 29 11645 
34 30 11555 
34 31 11510 
34 32 11420 
34 35 810 
34 36 1140 
34 37 1950 
34 38 2280 
34 39 3090 
34 40 3550 
34 41 4370 
34 42 4700 
34 43 4930 
34 44 5450 
34 45 5650 
34 46 6170 
34 47 6400 
34 48 6730 
34 49 7550 
34 50 8000 
34 51 8810 
34 52 9140 
34 53 9950 
34 54 10280 
34 55 11090 
34 56 11420 
34 57 1215 
34 58 1170 
34 59 2820 
34 60 3315 
34 61 3090 
34 62 4700 
34 63 4910 
34 64 6530 
34 65 6935 
34 66 7115 
34 67 8450 
34 68 11450 
34 69 10445 
34 70 12635 
34 71 12680 
34 72 12440 
34 73 12170 
34 74 12125 
34 75 12035 
34 76 11900 
34 77 11855 
34 78 11810 
34 79 11765 
34 80 11585 
34 81 11540 
34 82 11495 
34 83 11315 
34 84 11225 
34 85 11180 
34 86 11090 
34 87 0 
35 1 735 
35 2 690 
35 3 1680 
35 4 2965 
35 5 2740 
35 6 3560 
35 7 4430 
35 8 5200 
35 9 5605 
35 10 5785 
35 11 7190 
35 12 10310 
35 13 9965 
35 14 11450 
35 15 11495 
35 16 11540 
35 17 11960 
35 18 11780 
35 19 11690 
35 20 11645 
35 21 11555 
35 22 11420 
35 23 11375 
35 24 11330 
35 25 11285 
35 26 11105 
35 27 11060 
35 28 11015 
35 29 10835 
35 30 10745 
35 31 10700 
35 32 10610 
35 36 330 
35 37 1140 
35 38 1470 
35 39 2280 
35 40 2740 
35 41 3560 
35 42 3890 
35 43 4120 
35 44 4640 
35 45 4840 
35 46 5360 
35 47 5590 
35 48 5920 
35 49 6740 
35 50 7190 
35 51 8000 
35 52 8330 
35 53 9140 
35 54 9470 
35 55 10280 
35 56 10610 
35 57 405 
35 58 360 
35 59 2010 
35 60 2505 
35 61 2280 
35 62 3890 
35 63 4100 
35 64 5720 
35 65 6125 
35 66 6305 
35 67 7640 
35 68 10640 
35 69 9635 
35 70 11825 
35 71 11870 
35 72 11630 
35 73 11360 
35 74 11315 
35 75 11225 
35 76 11090 
35 77 11045 
35 78 11000 
35 79 10955 
35 80 10775 
35 81 10730 
35 82 10685 
35 83 10505 
35 84 10415 
35 85 10370 
35 86 10280 
35 87 330 
36 3 1350 
36 4 2635 
36 5 2410 
36 6 3230 
36 7 4100 
36 8 4870 
36 9 5275 
36 10 5455 
36 11 6860 
36 12 9980 
36 13 9635 
36 14 11120 
36 15 11165 
36 16 11210 
36 17 11630 
36 18 11450 
36 19 11360 
36 20 11315 
36 21 11225 
36 22 11090 
36 23 11045 
36 24 11000 
36 25 10955 
36 26 10775 
36 27 10730 
36 28 10685 
