//NbLocations 
50 
 
//NbProducts 
13 
 
//K: NbBoxesTrolley 
6 
 
//NbDimensionsCapacity 
2 
 
//B: CapaBox 
12000 92160 
 
//A box can accept mixed orders(0: no, 1: yes) 
0 
 
//Products 
//Idx Location Dim1 Dim2 ... 
1 1 680 9600 
2 2 680 9600 
3 3 680 9600 
4 7 1170 6120 
5 8 982 7480 
6 9 259 2541 
7 4 1049 6120 
8 5 1080 6120 
9 6 972 6120 
10 10 276 2541 
11 11 312 2880 
12 12 289 2541 
13 13 327 2880 
 
//Orders 
//NbOrders 
2 
//Idx M NbProdInOrder ProdIdx1 Qty1 ProdIdx2 Qty2 ... 
1 3 13 1 2 2 1 3 6 4 1 5 3 6 2 7 3 8 2 9 2 10 3 11 2 12 3 13 1 
2 1 10 4 1 5 2 6 1 10 2 11 1 12 2 13 1 7 2 8 1 9 1 
 
//Graph (Products are vertices indexed from 1 to NbProducts) 
//NbVerticesIntersections 
37 
 
//DepartingDepot 
0 
 
//ArrivalDepot 
51 
 
//Arcs 
//Start End Distance 
38 47 8380 
38 48 10430 
38 49 11300 
38 50 10745 
38 51 1080 
39 3 225 
39 4 2940 
39 5 2760 
39 6 2625 
39 7 3300 
39 8 3705 
39 9 7135 
39 10 8800 
39 11 10070 
39 12 11060 
39 13 11165 
39 15 1170 
39 16 1980 
39 17 2310 
39 18 3120 
39 19 3450 
39 20 4260 
39 21 4720 
39 22 5540 
39 23 5870 
39 24 6100 
39 25 6620 
39 26 6820 
39 27 7340 
39 28 7570 
39 29 7900 
39 30 8720 
39 31 9170 
39 32 9980 
39 33 10310 
39 34 11120 
39 35 11450 
39 36 12260 
39 37 12590 
39 38 90 
39 41 2610 
39 42 2430 
39 43 2295 
39 44 3630 
39 45 4035 
39 46 7655 
39 47 8470 
39 48 10520 
39 49 11390 
39 50 10835 
39 51 1170 
40 1 135 
40 2 225 
40 3 330 
40 4 3045 
40 5 2865 
40 6 2730 
40 7 3405 
40 8 3810 
40 9 7240 
40 10 8905 
40 11 10175 
40 12 11165 
40 13 11270 
40 15 1275 
40 16 2085 
40 17 2415 
40 18 3225 
40 19 3555 
40 20 4365 
40 21 4825 
40 22 5645 
40 23 5975 
40 24 6205 
40 25 6725 
40 26 6925 
40 27 7445 
40 28 7675 
40 29 8005 
40 30 8825 
40 31 9275 
40 32 10085 
40 33 10415 
40 34 11225 
40 35 11555 
40 36 12365 
40 37 12695 
40 38 465 
40 39 555 
40 41 2715 
40 42 2535 
40 43 2400 
40 44 3735 
40 45 4140 
40 46 7760 
40 47 8575 
40 48 10625 
40 49 11495 
40 50 10940 
40 51 1275 
41 4 330 
41 5 510 
41 6 645 
41 7 1950 
41 8 2355 
41 9 5785 
41 10 7450 
41 11 8720 
41 12 9710 
41 13 9815 
41 17 960 
41 18 1770 
41 19 2100 
41 20 2910 
41 21 3370 
41 22 4190 
41 23 4520 
41 24 4750 
41 25 5270 
41 26 5470 
41 27 5990 
41 28 6220 
41 29 6550 
41 30 7370 
41 31 7820 
41 32 8630 
41 33 8960 
41 34 9770 
41 35 10100 
41 36 10910 
41 37 11240 
41 44 2280 
41 45 2685 
41 46 6305 
41 47 7120 
41 48 9170 
41 49 10040 
41 50 9485 
41 51 960 
42 4 510 
42 5 330 
42 6 465 
42 7 1770 
42 8 2175 
42 9 5605 
42 10 7270 
42 11 8540 
42 12 9530 
42 13 9635 
42 17 780 
42 18 1590 
42 19 1920 
42 20 2730 
42 21 3190 
42 22 4010 
42 23 4340 
42 24 4570 
42 25 5090 
42 26 5290 
42 27 5810 
42 28 6040 
42 29 6370 
42 30 7190 
42 31 7640 
42 32 8450 
42 33 8780 
42 34 9590 
42 35 9920 
42 36 10730 
42 37 11060 
42 41 180 
42 44 2100 
42 45 2505 
42 46 6125 
42 47 6940 
42 48 8990 
42 49 9860 
42 50 9305 
42 51 780 
43 4 645 
43 5 465 
43 6 330 
43 7 1635 
43 8 2040 
43 9 5470 
43 10 7135 
43 11 8405 
43 12 9395 
43 13 9500 
43 17 645 
43 18 1455 
43 19 1785 
43 20 2595 
43 21 3055 
43 22 3875 
43 23 4205 
43 24 4435 
43 25 4955 
43 26 5155 
43 27 5675 
43 28 5905 
43 29 6235 
43 30 7055 
43 31 7505 
43 32 8315 
43 33 8645 
43 34 9455 
43 35 9785 
43 36 10595 
43 37 10925 
43 41 315 
43 42 135 
43 44 1965 
43 45 2370 
43 46 5990 
43 47 6805 
43 48 8855 
43 49 9725 
43 50 9170 
43 51 645 
44 9 3865 
44 10 5530 
44 11 6800 
44 12 7790 
44 13 7895 
44 19 180 
44 20 990 
44 21 1450 
44 22 2270 
44 23 2600 
44 24 2830 
44 25 3350 
44 26 3550 
44 27 4070 
44 28 4300 
44 29 4630 
44 30 5450 
44 31 5900 
44 32 6710 
44 33 7040 
44 34 7850 
44 35 8180 
44 36 8990 
44 37 9320 
44 46 4385 
44 47 5200 
44 48 7250 
44 49 8120 
44 50 7565 
44 51 180 
45 9 4270 
45 10 5935 
45 11 7205 
45 12 8195 
45 13 8300 
45 19 585 
45 20 1395 
45 21 1855 
45 22 2675 
45 23 3005 
45 24 3235 
45 25 3755 
45 26 3955 
45 27 4475 
45 28 4705 
45 29 5035 
45 30 5855 
45 31 6305 
45 32 7115 
45 33 7445 
45 34 8255 
45 35 8585 
45 36 9395 
45 37 9725 
45 44 405 
45 46 4790 
45 47 5605 
45 48 7655 
45 49 8525 
45 50 7970 
45 51 585 
46 10 1775 
46 11 3045 
46 12 4035 
46 13 4140 
46 27 315 
46 28 545 
46 29 875 
46 30 1695 
46 31 2145 
46 32 2955 
46 33 3285 
46 34 4095 
46 35 4425 
46 36 5235 
46 37 5565 
46 47 1445 
46 48 3495 
46 49 4365 
46 50 3810 
46 51 315 
47 10 330 
47 11 3400 
47 12 4390 
47 13 4495 
47 29 1230 
47 30 2050 
47 31 2500 
47 32 3310 
47 33 3640 
47 34 4450 
47 35 4780 
47 36 5590 
47 37 5920 
47 48 3850 
47 49 4720 
47 50 4165 
47 51 1230 
48 12 3240 
48 13 3345 
48 31 1350 
48 32 2160 
48 33 2490 
48 34 3300 
48 35 3630 
48 36 4440 
48 37 4770 
48 49 3570 
48 50 3015 
48 51 1350 
49 13 225 
49 33 1080 
49 34 1890 
49 35 2220 
49 36 3030 
49 37 3360 
49 51 1080 
50 12 225 
50 13 330 
50 33 1185 
50 34 1995 
50 35 2325 
50 36 3135 
50 37 3465 
50 49 555 
50 51 1185 
 
//Location coordinates LocationName 
//Loc x y 
0 0 0 "depotStart" 
1 5600 120 "aC_aC_24" 
2 5600 30 "aC_aC_26" 
3 5270 255 "aD_aC_03" 
4 4130 570 "aG_aE_10" 
5 4130 750 "aG_aE_14" 
6 4130 885 "aG_aE_17" 
7 3320 1020 "aH_aH_04" 
8 3320 615 "aH_aH_13" 
9 0 2015 "bA_bA_07" 
10 900 2700 "bD_bC_08" 
11 1720 3150 "bE_bE_30" 
12 2980 2880 "bH_bH_24" 
13 3310 2655 "bI_bH_12" 
14 5600 1200 "aC_aC_inter_0_start" 
15 5270 1200 "aD_aC_inter_0_start" 
16 4460 1200 "aE_aE_inter_0_start" 
17 4130 1200 "aG_aE_inter_0_start" 
18 3320 1200 "aH_aH_inter_0_start" 
19 2990 1200 "aI_aH_inter_0_start" 
20 2180 1200 "aK_aK_inter_0_start" 
21 1720 1200 "aL_aK_inter_0_start" 
22 900 1200 "aM_aM_inter_0_start" 
23 570 1200 "aO_aM_inter_0_start" 
24 340 1200 "aP_aP_inter_0_start" 
25 0 1600 "aQ_aP_inter_0_start" 
26 0 1700 "bA_bA_inter_0_start" 
27 340 1800 "bB_bA_inter_0_start" 
28 570 1800 "bC_bC_inter_0_start" 
29 900 1800 "bD_bC_inter_0_start" 
30 1720 1800 "bE_bE_inter_0_start" 
31 2170 1800 "bG_bE_inter_0_start" 
32 2980 1800 "bH_bH_inter_0_start" 
33 3310 1800 "bI_bH_inter_0_start" 
34 4120 1800 "bK_bK_inter_0_start" 
35 4450 1800 "bL_bK_inter_0_start" 
36 5260 1800 "bM_bM_inter_0_start" 
37 5590 1800 "bO_bM_inter_0_start" 
38 5270 120 "aD_aC_inter_1080" 
39 5270 30 "aD_aC_inter_1170" 
40 5600 255 "aC_aC_inter_945" 
41 4460 570 "aE_aE_inter_630" 
42 4460 750 "aE_aE_inter_450" 
43 4460 885 "aE_aE_inter_315" 
44 2990 1020 "aI_aH_inter_180" 
45 2990 615 "aI_aH_inter_585" 
46 340 2115 "bB_bA_inter_315" 
47 570 2700 "bC_bC_inter_900" 
48 2170 3150 "bG_bE_inter_1350" 
49 3310 2880 "bI_bH_inter_1080" 
50 2980 2655 "bH_bH_inter_855" 
51 0 0 "depotEnd" 
